Тип,Підтип,Бенефіціар,Інвестор,Країна,Найменування суб'єкта госпощдарювання,Область,Район,"Потужність, МВт","Дата встановлення ""Зеленого тарифу""",Місяць,Квартал,Рік,Зелений Тариф ЕЦ,% надбавки,Тариф+ надбавка,Дата встановлення надбавки,Січ.17,Лют.17,Бер.17,Кві.17,Тра.17,Чер.17,Лип.17,Сер.17,Вер.17,Жов.17,Лис.17,Гру.17,Січ.18,Лют.18,Бер.18,Кві.18,Тра.18,Чер.18,Лип.18,Сер.18,Вер.18,Жов.18,Лис.18,Гру.18,Січ.19,Лют.19,Бер.19,Кві.19,Тра.19,Чер.19,Лип.19,Сер.19,1,2,3,4,5,6,7,8,9,10,11,12,Всього
СЕС,Дах,,,,"ТОВ ""Інтеренерго Груп""",Івано-Франківська ,,0.33,2018-09-25,9.0,3,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.027,0.006,0.002,0.001,0.011,0.03,0.035,0.035,0.051,0.049,0.045,10.626288740262808,18.32333659611299,30.91283997167362,43.938613266189314,54.097469950428824,56.09184672279487,56.99554869777324,49.267338704854836,34.58997214572351,22.218603729640414,10.283505232512397,8.694236242033206,396.03960000000006
СЕС,Дах,,,,"ТОВ ""Іріс-2009""",Житомирська ,,0.05,2016-03-03,3.0,1,2016.0,0.1804,0.0,0.1804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.007,0.007,0.006,0.007,0.004,0.003,0.001,0.0,0.0,0.002,0.003,0.005,0.006,0.007,0.007,0.006,1.6100437485246681,2.776263120623181,4.68376363207176,6.65736564639232,8.19658635612558,8.49876465496892,8.635689196632308,7.464748288614368,5.240904870564169,3.366455110551578,1.558106853410969,1.3173085215201827,60.00599999999999
СЕС,Дах,,,,"ПП ""Зелена Енергія""",Івано-Франківська ,,0.21,2019-05-28,5.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.027,6.762183743803604,11.660305106617358,19.671807254701392,27.960935714847743,34.42566269572743,35.69481155086946,36.269894625855684,31.35194281218034,22.011800456369503,14.139111464316622,6.544048784326069,5.532695790384766,252.02519999999996
СЕС,Дах,,,,"ТОВ ""Кару Енерго""",Закарпатська ,,0.1,2018-08-28,8.0,3,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.011,0.013,0.012,0.016,0.01,0.016,3.2200874970493363,5.552526241246362,9.36752726414352,13.31473129278464,16.39317271225116,16.99752930993784,17.271378393264616,14.929496577228736,10.481809741128338,6.732910221103156,3.116213706821938,2.6346170430403655,120.01199999999999
СЕС,Дах,,,,"ТОВ ""Кару Енерго""",Закарпатська ,,0.051,2019-07-30,7.0,3,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.642244623495161,2.8317883830356436,4.777438904713195,6.790512959320166,8.360518083248092,8.668739948068298,8.808402980564953,7.6140432543866545,5.345722967975451,3.4337842127626086,1.5892689904791881,1.3436546919505863,61.20611999999999
СЕС,Дах,,,,"ТОВ ""Квалітет-Плюс""",Дніпропетровська ,,1.305,2018-01-30,1.0,1,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.102,0.034,0.005,0.0,0.047,0.115,0.166,0.182,0.212,0.214,0.176,42.02214183649383,72.460467448265,122.24623079707293,173.75724337083955,213.93090389487764,221.81775749468878,225.39148803210324,194.82993033283503,136.78761712172476,87.86447838539615,40.66658887402629,34.381752411676764,1566.1565999999998
СЕС,Дах,,,,"ТОВ ""Квітка-Енерджі""",Черкаська ,,0.194,2018-09-18,9.0,3,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.03,0.028,6.246969744275711,10.77190090801794,18.17300289243843,25.8305787080022,31.80275506176725,32.97520686127941,33.50647408293336,28.963223359823747,20.334710897788973,13.061845828940122,6.0454545912345585,5.111157063498308,232.82327999999995
СЕС,Дах,,,,"КТ ""ПП В.А.Т ""Компанія ""Дніпро"" і Компанія""",Херсонська ,,0.1,2018-11-30,11.0,4,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2200874970493363,5.552526241246362,9.36752726414352,13.31473129278464,16.39317271225116,16.99752930993784,17.271378393264616,14.929496577228736,10.481809741128338,6.732910221103156,3.116213706821938,2.6346170430403655,120.01199999999999
СЕС,Дах,,,,"ТОВ ""Кузьмин Енерджі""",Хмельницька ,,0.245,2018-09-28,9.0,3,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.004,0.011,0.022,0.033,0.034,0.038,0.046,0.036,7.8892143677708715,13.603689291053582,22.950441797151623,32.62109166732237,40.16327314501534,41.64394680934771,42.31487706349831,36.5772666142104,25.68043386576442,16.49563004170273,7.6347235817137475,6.454811755448894,294.02939999999995
СЕС,Дах,,,,"ТОВ ""Кузьмин Енерджі""",Хмельницька ,,0.415,2019-08-15,8.0,3,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.363363112754742,23.0429839011724,38.8752381461956,55.256134865056254,68.03166675584231,70.53974663624203,71.67622033204815,61.95741079549926,43.49951042568259,27.94157741757809,12.93228688331104,10.933660728617514,498.0498
СЕС,Дах,,,,"ТОВ ""МВ Альянс""",Херсонська ,,2.269,2018-06-12,6.0,2,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.344,0.238,0.22,0.08,0.044,0.052,0.102,0.238,0.297,0.339,0.353,0.318,0.318,73.06378530804943,125.98682041387994,212.54919362341647,302.1112530332835,371.96108884097885,385.6739400424896,391.8875757431741,338.75027733732003,237.83226302620193,152.7697329168306,70.70688900778977,59.779460706585894,2723.07228
СЕС,Дах,,,,"ТОВ ""Макс Лайт""",м. Київ  ,,0.089,2018-02-27,2.0,1,2018.0,0.1723,0.0,0.1723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.006,0.002,0.0,0.0,0.003,0.007,0.01,0.011,0.013,0.0,0.0,2.8658778723739085,4.941748354709261,8.337099265087733,11.85011085057833,14.589923713903534,15.127801085844677,15.371526770005506,13.287251953733573,9.328810669604216,5.992290096781807,2.7734301990715244,2.3448091683059245,106.81068
СЕС,Дах,,,,ФОП Малик Тарас Дмитрович,Тернопільська,,0.36,2018-10-23,10.0,4,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.017,0.023,0.037,0.035,0.041,0.043,0.038,11.592314989377607,19.989094468486897,33.72309815091667,47.9330326540247,59.015421764104175,61.191105515776215,62.17696221575261,53.746187678023446,37.73451506806201,24.23847679597135,11.218369344558976,9.484621354945315,432.04319999999996
СЕС,Дах,,,,"ТОВ ""Нафтогаз Автоматизація""",Запорізька  ,,0.146,2019-05-11,5.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.025,0.021,4.70132774569203,8.106688312219687,13.676589805649538,19.439507687465575,23.934032159886694,24.816392792509244,25.21621245416634,21.797065002753953,15.30344222204737,9.830048922810606,4.549672011960029,3.8465408828389327,175.21752000000004
СЕС,Дах,,,,"ТОВ ""Нафтогаз Автоматизація""",Запорізька  ,,1.41,2019-08-20,9.0,3,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.40323370839563,78.29062000157369,132.08213442442363,187.73771122826344,231.14373524274134,239.66516327012351,243.52643534503105,210.50590173892516,147.79351734990954,94.93403411755446,43.938613266189314,37.148100306869146,1692.1692
СЕС,Дах,,,,"ТОВ ""Н-Тер""",Тернопільська,,0.557,2019-05-31,5.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,17.935887358564802,30.927571163742236,52.17712686127941,74.16305330081045,91.30997200723897,94.67623825635378,96.2015776504839,83.15729593516407,58.38368025808484,37.50230993154457,17.357310346998197,14.674816929734837,668.46684
СЕС,Дах,,,,"ПП Фірма ""Ольга""",м. Київ  ,,0.02,2015-12-24,12.0,4,2015.0,0.1804,0.0,0.1804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440174994098671,1.110505248249272,1.873505452828704,2.662946258556928,3.278634542450232,3.399505861987569,3.454275678652923,2.9858993154457467,2.0963619482256672,1.346582044220631,0.6232427413643875,0.526923408608073,24.002399999999998
СЕС,Дах,,,,"ТОВ ""Патріот Енерго""",Рівненська  ,,0.09,2018-08-28,8.0,3,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.001,0.005,0.009,0.013,0.011,0.015,0.006,0.013,2.898078747344402,4.997273617121724,8.430774537729167,11.983258163506175,14.753855441026044,15.297776378944054,15.544240553938153,13.436546919505862,9.433628767015502,6.059619198992838,2.804592336139744,2.3711553387363287,108.01079999999999
СЕС,Дах,,,,"ПП ""Прайд - Енерджи""",Запорізька  ,Токмацький,0.045,2016-06-16,6.0,2,2016.0,0.1804,0.0,0.1804,0,0.002,0.003,0.007,0.005999999999999998,0.004,0.008,0.006999999999999999,0.006999999999999999,0.006000000000000005,0.0029999999999999957,0.0020000000000000018,0.0010000000000000009,0.002,0.002,0.003,0.007,0.008,0.008,0.007,0.008,0.005,0.005,0.002,0.001,0.001,0.003,0.004,0.005,0.007,0.008,0.0,0.002,1.449039373672201,2.498636808560862,4.215387268864584,5.9916290817530875,7.376927720513022,7.648888189472027,7.772120276969076,6.718273459752931,4.716814383507751,3.029809599496419,1.402296168069872,1.1855776693681643,54.005399999999995
СЕС,Дах,,,,"ПП ""РБП-Плюс""",Рівненська  ,,0.236,2019-05-31,5.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.599406493036431,13.103961929341413,22.107364343378705,31.42276585097175,38.68788760091274,40.1141691714533,40.76045300810449,35.23361192225981,24.737070989062868,15.889668121803446,7.354264348099773,6.217696221575262,283.22831999999994
СЕС,Дах,,,,"ПрАТ ""РІВНЯНСЬКЕ""",Кіровоградська ,,0.16,2016-05-19,5.0,2,2016.0,0.1804,0.0,0.1804,0,0.004,0.006999999999999999,0.014000000000000002,0.018999999999999996,0.024000000000000007,0.023999999999999994,0.024000000000000007,0.022000000000000006,0.016999999999999987,0.007000000000000006,0.0020000000000000018,0.0030000000000000027,0.001,0.004,0.007,0.02,0.022,0.017,0.02,0.022,0.013,0.011,0.004,0.0,0.001,0.006,0.013,0.018,0.017,0.021,0.019,0.019,5.152139995278937,8.884041985994177,14.988043622629633,21.303570068455425,26.229076339601857,27.19604689590055,27.634205429223385,23.887194523565974,16.770895585805338,10.772656353765049,4.9859419309151,4.215387268864584,192.01919999999998
СЕС,Дах,,,,"ТОВ ""Ремонтник""",м. Київ  ,,0.105,2017-01-18,1.0,1,2017.0,0.1723,0.0,0.1723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.001,0.001,0.001,0.003,0.013,0.017,0.016,0.013,0.015,0.01,0.007,0.002,0.0,0.0,0.003,0.008,0.011,0.013,0.016,0.0,0.0,3.381091871901802,5.830152553308679,9.835903627350696,13.980467857423871,17.212831347863716,17.84740577543473,18.134947312927842,15.67597140609017,11.005900228184752,7.069555732158311,3.2720243921630345,2.766347895192383,126.01259999999998
СЕС,Дах,,,,"ПП ""Ренжел""",Львівська ,,0.189,2019-06-25,6.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,6.085965369423244,10.494274595955623,17.704626529231255,25.164842143362968,30.983096426154695,32.12533039578251,32.64290516327012,28.216748530962313,19.810620410732554,12.725200317884964,5.889643905893462,4.97942621134629,226.82268000000002
СЕС,Дах,,,,"ТОВ ""Респект Енерго-Плюс""",Закарпатська ,,1.154,2019-06-21,6.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.165,37.15980971594933,64.076152823983,108.10126462821623,153.65199911873475,189.17721309937838,196.15148823668267,199.31170665827364,172.2863905012196,120.96008441262097,77.6977839515304,35.96110617672515,30.40348067668581,1384.93848
СЕС,Дах,,,,"ТОВ ""Респект Енерго-Плюс""",Закарпатська ,,0.09,2019-06-21,6.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.898078747344402,4.997273617121724,8.430774537729167,11.983258163506175,14.753855441026044,15.297776378944054,15.544240553938153,13.436546919505862,9.433628767015502,6.059619198992838,2.804592336139744,2.3711553387363287,108.01079999999999
СЕС,Дах,,,,"ТОВ ""Рода-Сучасна Енергія""",м. Київ  ,,0.198,2019-05-28,5.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375773244157685,10.994001957667797,18.54770398300417,26.363167959713586,32.458481970257296,33.655108033676925,34.19732921866394,29.5604032229129,20.753983287434103,13.331162237784248,6.170103139507438,5.216541745219923,237.62376
СЕС,Дах,,,,"ПП ""Роіл""",Дніпропетровська ,,0.07,2018-02-13,2.0,1,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.007,0.003,0.0,0.0,0.003,0.007,0.011,0.012,0.015,0.015,0.013,2.254061247934535,3.886768368872453,6.557269084900464,9.32031190494925,11.475220898575813,11.89827051695649,12.089964875285233,10.450647604060116,7.337266818789836,4.713037154772209,2.1813495947753565,1.844231930128256,84.00840000000001
СЕС,Дах,,,,"ПП ""Руф Проджект""",Запорізька  ,,0.151,2017-12-27,12.0,4,2017.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.02,0.023,0.024,0.019,0.022,0.013,0.012,0.005,0.001,0.002,0.006,0.013,0.018,0.021,0.022,0.022,0.018,4.862332120544497,8.384314624282005,14.144966168856715,20.105244252104807,24.753690795499253,25.66626925800614,26.07978137382957,22.54353983161539,15.827532709103785,10.166694433865763,4.705482697301125,3.978271734990951,181.21812000000003
СЕС,Дах,,,,"ПП ""Руф Проджект""",Запорізька  ,,0.077,2019-04-12,4.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4794673727279886,4.275445205759698,7.212995993390511,10.252343095444173,12.622742988433394,13.088097568652136,13.298961362813754,11.495712364466126,8.070993500668816,5.184340870249429,2.399484554252892,2.028655123141081,92.40924000000001
СЕС,Дах,,,,"ТОВ ""Сонячна Генерація""",Чернігівська ,,0.122,2019-05-11,5.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.018,3.928506746400189,6.774082014320561,11.428383262255094,16.243972177197264,19.999670708946418,20.736985758124163,21.071081639782832,18.21398582421906,12.78780788417657,8.21415046974585,3.8017807223227638,3.2142327925092458,146.41464000000002
СЕС,Дах,,,,"ТОВ ""Сонячна Генерація""",Чернігівська ,,0.299,2019-08-23,8.0,3,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.628061616177513,16.60205346132662,28.00890651978912,39.811046565426075,49.01558640963097,50.82261263671414,51.6414213958612,44.63919476591392,31.340611125973723,20.131401561098432,9.317478983397594,7.877504958690691,358.83588000000003
СЕС,Дах,,,,"ТОВ ""САН ЕНЕРГО""",Черкаська ,,0.104,2016-12-29,12.0,4,2016.0,0.1723,0.0,0.1723,0,0.0,0.0,0.0,0.0,0.0,0.017,0.017,0.013999999999999999,0.010000000000000002,0.0049999999999999975,0.0020000000000000018,0.0010000000000000009,0.001,0.004,0.004,0.014,0.017,0.017,0.015,0.016,0.009,0.007,0.002,0.0,0.001,0.008,0.016,0.026,0.033,0.043,0.04,0.014,3.348890996931309,5.774627290896215,9.742228354709262,13.847320544496027,17.048899620741203,17.677430482335353,17.9622335289952,15.526676440317885,10.901082130773467,7.0022266299472795,3.2408622550948145,2.7400017247619797,124.81248
СЕС,Дах,,,,"ТОВ ""САН ЕНЕРГО""",Черкаська ,,0.167,2018-10-23,10.0,4,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,5.377546120072391,9.272718822881423,15.643770531119678,22.235601258950354,27.376598429459438,28.3858739475962,28.84320191675191,24.932259283971995,17.504622267684322,11.243960069242268,5.204076890392637,4.39981046187741,200.42004000000003
СЕС,Дах,,,,"ТОВ СВП ""Світлодар""",Кіровоградська ,,0.284,2018-03-23,3.0,1,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.023,0.02,0.004,0.0,0.0,0.008,0.023,0.027,0.034,0.044,0.042,0.039,9.145048491620113,15.769174525139665,26.603777430167597,37.81383687150837,46.55661050279329,48.27298324022346,49.050714636871504,42.39977027932961,29.76833966480447,19.12146502793296,8.8500469273743,7.482312402234637,340.83408
СЕС,Дах,,,,"ТОВ ""Світло Хорса""",Дніпропетровська ,,0.215,2018-01-30,1.0,1,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.009,0.022,0.032,0.035,0.041,0.04,0.035,6.923188118656072,11.937931418679677,20.14018361790857,28.626672279486982,35.245321331339994,36.54468801636635,37.13346354551892,32.098417641041785,22.53589094342592,14.475756975371784,6.699859469667167,5.664426642536785,258.0258
СЕС,Дах,,,,"ТОВ ""Сервісагро-Полтава""",Полтавська  ,,0.12,2017-04-06,4.0,2,2017.0,0.1723,0.0,0.1723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.005999999999999998,0.0020000000000000018,0.0010000000000000009,0.001,0.005,0.004,0.016,0.02,0.018,0.018,0.019,0.011,0.008,0.003,0.0,0.0,0.003,0.009,0.015,0.017,0.02,0.011,0.015,3.8641049964592025,6.663031489495633,11.241032716972223,15.977677551341566,19.671807254701392,20.397035171925406,20.72565407191754,17.915395892674482,12.578171689354,8.079492265323786,3.739456448186325,3.161540451648438,144.0144
СЕС,Дах,,,,"ТОВ ""Сервістрансавто""",Вінницька ,,0.263,2018-01-30,1.0,1,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.017,0.037,0.044,0.04,0.036,0.042,0.049,0.042,0.018,0.002,0.0,0.016,0.032,0.048,0.05,0.064,0.059,0.057,8.468830117239753,14.603144014477932,24.63659670469746,35.01774330002361,43.114044233220554,44.70350208513652,45.423725174285934,39.264575998111575,27.567159619167526,17.707553881501298,8.195642048941696,6.92904282319616,315.63156
СЕС,Дах,,,,"ТОВ ""Сервістрансавто""",Вінницька ,,0.059,2018-08-21,8.0,3,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8998516232591078,3.275990482335353,5.526841085844676,7.8556914627429375,9.671971900228185,10.028542292863325,10.190113252026123,8.808402980564953,6.184267747265717,3.9724170304508615,1.8385660870249432,1.5544240553938156,70.80707999999998
СЕС,Дах,,,,"ТОВ ""Сервістрансавто""",Вінницька ,,0.071,2018-08-28,8.0,3,2018.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.286262122905028,3.942293631284916,6.650944357541899,9.453459217877093,11.639152625698323,12.068245810055865,12.262678659217876,10.599942569832402,7.442084916201117,4.78036625698324,2.212511731843575,1.8705781005586593,85.20852
СЕС,Дах,,,,"ТОВ ""Сідвей""",Миколаївська ,,1.011,2019-06-21,6.0,2,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,32.55508459516878,56.1360402990007,94.70570064049097,134.6119333700527,165.73497612085922,171.84502132347154,174.61363555590523,150.9372103957825,105.97109648280745,68.06972233535289,31.50492057596979,26.63597830513809,1213.32132
СЕС,Дах,,,,"ТзОВ ""Синтез Солар""",Львівська ,,1.114,2016-12-15,12.0,4,2016.0,0.1723,0.0,0.1723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.02,0.002,0.036,0.117,0.135,0.106,0.108,0.122,0.091,0.069,0.025,0.009,0.009,0.041,0.082,0.095,0.071,0.133,0.131,0.132,35.871774717129604,61.85514232748447,104.35425372255882,148.3261066016209,182.61994401447794,189.35247651270757,192.4031553009678,166.31459187032814,116.76736051616967,75.00461986308915,34.714620693996395,29.349633859469673,1336.93368
СЕС,Дах,,,,"ТОВ ""Скайфол Енерджі""",Івано-Франківська ,,0.0415,2017-07-06,7.0,3,2017.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.005999999999999998,0.0020000000000000018,0.0020000000000000018,0.002,0.002,0.004,0.011,0.012,0.01,0.011,0.011,0.009,0.006,0.002,0.001,0.001,0.004,0.007,0.009,0.009,0.011,0.007,0.011,1.3363363112754743,2.30429839011724,3.887523814619561,5.525613486505626,6.803166675584233,7.053974663624204,7.167622033204816,6.195741079549925,4.349951042568259,2.7941577417578096,1.2932286883311042,1.0933660728617516,49.80497999999999
СЕС,Дах,,,,"ТОВ ""Скайфол Енерджі""",Івано-Франківська ,,0.0415,2017-07-06,7.0,3,2017.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3363363112754743,2.30429839011724,3.887523814619561,5.525613486505626,6.803166675584233,7.053974663624204,7.167622033204816,6.195741079549925,4.349951042568259,2.7941577417578096,1.2932286883311042,1.0933660728617516,49.80497999999999
